sku	price	minimum-seller-allowed-price	maximum-seller-allowed-price	quantity	fulfillment-channel	handling-time
24829SG	91,3	45,65	182,6	0		
25619SG	215,8	107,9	431,6	0		
25532SG	30,6	15,3	61,2	0		
24599SG	42,6	21,3	85,2	0		
24064SG	59,2	29,6	118,4	0		
24489SG	208,1	104,05	416,2	0		
25015SG	298,8	149,4	597,6	0		
24423SG	194,4	97,2	388,8	0		
25618SG	129,7	64,85	259,4	0		
24298SG	116,8	58,4	233,6	0		
25275SG	55,5	27,75	111	0		
24604SG	16,1	8,05	32,2	172		
25565SG	28,6	14,3	57,2	0		
25245SG	47,6	23,8	95,2	89		
25320SG	44,4	22,2	88,8	174		
25013SG	119,9	59,95	239,8	0		
24412SG	108,8	54,4	217,6	0		
24484SG	204	102	408	0		
24333SG	48,4	24,2	96,8	0		
22475SG	28,6	14,3	57,2	0		
19557SG	544,8	272,4	1089,6	0		
24748SG	24,2	12,1	48,4	0		
25161SG	32,1	16,05	64,2	0		
25559SG	25,7	12,85	51,4	41		
25312SG	28,4	14,2	56,8	0		
24778SG	30,6	15,3	61,2	0		
24682SG	129	64,5	258	0		
25331SG	36,1	18,05	72,2	0		
24301SG	85,4	42,7	170,8	27		
24710SG	65,6	32,8	131,2	0		
25330SG	43,9	21,95	87,8	0		
17754SG	60,3	30,15	120,6	0		
19964SG	84,5	42,25	169	0		
24550SG	132,1	66,05	264,2	0		
24415SG	125,1	62,55	250,2	0		
24354SG	33,7	16,85	67,4	0		
24821SG	103,3	51,65	206,6	0		
25563SG	28,6	14,3	57,2	0		
20974SG	17	8,5	34	0		
24519SG	64,1	32,05	128,2	0		
24315SG	57,7	28,85	115,4	0		
22578SG	64,9	32,45	129,8	0		
24820SG	124,8	62,4	249,6	0		
24724SG	183,9	91,95	367,8	0		
24873SG	137,6	68,8	275,2	0		
24868SG	391,5	195,75	783	0		
25638SG	65,6	32,8	131,2	0		
25340SG	57,6	28,8	115,2	49		
24572SG	64,1	32,05	128,2	0		
25274SG	72,5	36,25	145	13		
24598SG	19,2	9,6	38,4	73		
24353SG	135,9	67,95	271,8	0		
24758SG	24,2	12,1	48,4	0		
24850SG	30,3	15,15	60,6	0		
25580SG	148,1	74,05	296,2	0		
24774SG	26,7	13,35	53,4	0		
25284SG	94,7	47,35	189,4	24		
24370SG	129,6	64,8	259,2	0		
24174SG	129,6	64,8	259,2	0		
24594SG	22,6	11,3	45,2	0		
25091SG	16,5	8,25	33	0		
24322SG	57,7	28,85	115,4	0		
24180SG	324,4	162,2	648,8	0		
24822SG	24,2	12,1	48,4	0		
77936SG	45,7	22,85	91,4	37		
24729SG	18,3	9,15	36,6	29		
25550SG	25,7	12,85	51,4	0		
25155SG	31,5	15,75	63	0		
24780SG	203	101,5	406	0		
25620SG	726,3	363,15	1452,6	18		
24972SG	26,7	13,35	53,4	0		
24548SG	43,1	21,55	86,2	0		
24828SG	100,8	50,4	201,6	0		
24588SG	67,2	33,6	134,4	0		
24683SG	84	42	168	0		
24839SG	124,8	62,4	249,6	0		
24675SG	144,9	72,45	289,8	0		
24543SG	30,3	15,15	60,6	0		
24702SG	20,7	10,35	41,4	0		
25120SG	56,6	28,3	113,2	0		
25298SG	62,5	31,25	125	0		
25119SG	47,5	23,75	95	0		
25090SG	27,3	13,65	54,6	0		
25291SG	161,6	80,8	323,2	0		
24433SG	47,7	23,85	95,4	57		
25585SG	148,1	74,05	296,2	0		
24363SG	100,8	50,4	201,6	0		
25252SG	140,7	70,35	281,4	0		
25303SG	57	28,5	114	0		
25278SG	65	32,5	130	0		
25251SG	31,5	15,75	63	65		
24848SG	30,3	15,15	60,6	0		
24743SG	57	28,5	114	0		
24154SG	200,8	100,4	401,6	0		
25562SG	28,6	14,3	57,2	0		
24442SG	51,7	25,85	103,4	0		
24854SG	324,4	162,2	648,8	0		
24425SG	159,9	79,95	319,8	0		
25083SG	48,1	24,05	96,2	0		
24542SG	23,5	11,75	47	0		
24330SG	60,9	30,45	121,8	0		
25295SG	60,9	30,45	121,8	0		
25142SG	26,7	13,35	53,4	0		
25338SG	62,5	31,25	125	0		
25292SG	104	52	208	0		
25068SG	915,3	457,65	1830,6	0		
24212SG	11,1	5,55	22,2	0		
25623SG	97,6	48,8	195,2	0		
24742SG	24,2	12,1	48,4	0		
24134SG	11,7	5,85	23,4	79		
25134SG	63,4	31,7	126,8	0		
25269SG	51,3	25,65	102,6	0		
24843SG	30,3	15,15	60,6	0		
24589SG	17,8	8,9	35,6	0		
25625SG	43,3	21,65	86,6	0		
24602SG	15,6	7,8	31,2	0		
24295SG	69,6	34,8	139,2	0		
24764SG	18,7	9,35	37,4	0		
24734SG	29,7	14,85	59,4	24		
24772SG	134,9	67,45	269,8	27		
25225SG	100,7	50,35	201,4	110		
24523SG	720,6	360,3	1441,2	0		
25131SG	88,5	44,25	177	68		
24610SG	17,3	8,65	34,6	66		
24838SG	183,2	91,6	366,4	0		
24485SG	266,9	133,45	533,8	0		
25544SG	32,1	16,05	64,2	49		
25122SG	56,1	28,05	112,2	0		
24890SG	251,9	125,95	503,8	0		
24825SG	100,8	50,4	201,6	0		
24975SG	17,1	8,55	34,2	0		
24592SG	33,7	16,85	67,4	0		
24580SG	81,6	40,8	163,2	0		
24893SG	229,5	114,75	459	0		
25253SG	103,3	51,65	206,6	0		
25624SG	144,3	72,15	288,6	5		
25290SG	166,6	83,3	333,2	0		
25621SG	37,9	18,95	75,8	0		
24968SG	17,3	8,65	34,6	0		
24464SG	14,6	7,3	29,2	0		
24754SG	35,3	17,65	70,6	0		
19943SG	55,7	27,85	111,4	0		
24593SG	68,7	34,35	137,4	0		
25272SG	73	36,5	146	0		
25064SG	523,4	261,7	1046,8	0		
24908SG	122,5	61,25	245	0		
25324SG	30,6	15,3	61,2	0		
24312SG	45,7	22,85	91,4	0		
19965SG	91,3	45,65	182,6	0		
25265SG	52,9	26,45	105,8	0		
25249SG	31,3	15,65	62,6	0		
24694SG	20,9	10,45	41,8	0		
25061SG	697,7	348,85	1395,4	0		
25282SG	87,4	43,7	174,8	0		
25293SG	50,6	25,3	101,2	0		
24372SG	48,1	24,05	96,2	0		
25208SG	14,1	7,05	28,2	149		
25099SG	59,2	29,6	118,4	0		
25074SG	45	22,5	90	0		
25560SG	27,3	13,65	54,6	0		
24911SG	40,1	20,05	80,2	0		
24914SG	40,1	20,05	80,2	0		
25154SG	41,7	20,85	83,4	0		
24458SG	14,6	7,3	29,2	0		
25140SG	31,5	15,75	63	0		
24601SG	19,3	9,65	38,6	0		
24883SG	31,5	15,75	63	0		
25143SG	31,5	15,75	63	0		
25250SG	31,5	15,75	63	25		
25285SG	118,3	59,15	236,6	0		
24455SG	16,5	8,25	33	0		
24612SG	198,3	99,15	396,6	0		
24719SG	40,1	20,05	80,2	0		
24695SG	20,9	10,45	41,8	0		
24918SG	40,1	20,05	80,2	0		
24735SG	33,1	16,55	66,2	0		
24595SG	45,3	22,65	90,6	0		
24915SG	40,1	20,05	80,2	0		
23774SG	14,2	7,1	28,4	211		
25248SG	44,2	22,1	88,4	36		
25018SG	350	175	700	0		
25212SG	100,7	50,35	201,4	65		
24884SG	161,5	80,75	323	0		
25260SG	96	48	192	0		
24469SG	108,7	54,35	217,4	60		
25283SG	167,3	83,65	334,6	0		
24195SG	80	40	160	0		
22845SG	92,8	46,4	185,6	0		
25135SG	81,9	40,95	163,8	0		
18463SG	7,8	3,9	15,6	0		
25539SG	29,7	14,85	59,4	79		
25564SG	25,7	12,85	51,4	0		
24978SG	20,1	10,05	40,2	0		
24184SG	51,3	25,65	102,6	0		
24308SG	160,3	80,15	320,6	14		
24208SG	52,7	26,35	105,4	0		
24909SG	40,1	20,05	80,2	0		
24570SG	36,9	18,45	73,8	0		
24969SG	20,1	10,05	40,2	0		
24685SG	12,9	6,45	25,8	0		
24350SG	129,6	64,8	259,2	0		
23258SG	255,7	127,85	511,4	0		
24573SG	83,3	41,65	166,6	0		
24528SG	36,3	18,15	72,6	0		
24499SG	142,3	71,15	284,6	0		
24453SG	14,6	7,3	29,2	0		
24740SG	143,3	71,65	286,6	0		
25065SG	589,5	294,75	1179	0		
24952SG	17,1	8,55	34,2	0		
24348SG	52,3	26,15	104,6	0		
24769SG	45	22,5	90	0		
24319SG	57,7	28,85	115,4	0		
24751SG	77,8	38,9	155,6	0		
25062SG	719,8	359,9	1439,6	0		
24495SG	45,5	22,75	91	0		
24340SG	48,8	24,4	97,6	0		
25280SG	172,1	86,05	344,2	12		
24413SG	129,6	64,8	259,2	0		
24609SG	22	11	44	0		
24761SG	43,3	21,65	86,6	0		
24474SG	40,2	20,1	80,4	25		
24925SG	14,6	7,3	29,2	0		
25628SG	939,9	469,95	1879,8	14		
25552SG	28,6	14,3	57,2	0		
24324SG	51,4	25,7	102,8	28		
24770SG	24,2	12,1	48,4	0		
25542SG	26,5	13,25	53	0		
24358SG	64,5	32,25	129	0		
24673SG	193,4	96,7	386,8	0		
25255SG	71,4	35,7	142,8	0		
24812SG	15,9	7,95	31,8	0		
24310SG	52,9	26,45	105,8	0		
25568SG	25,7	12,85	51,4	0		
24318SG	57,7	28,85	115,4	0		
24394SG	91,3	45,65	182,6	0		
25078SG	16,5	8,25	33	0		
25121SG	73	36,5	146	0		
25151SG	24,2	12,1	48,4	0		
24818SG	13,7	6,85	27,4	92		
1691SG	8,5	4,25	17	0		
25294SG	46,5	23,25	93	0		
24700SG	24,2	12,1	48,4	0		
22253SG	1067	533,5	2134	0		
25308SG	40	20	80	0		
25279SG	104	52	208	11		
24688SG	12,9	6,45	25,8	0		
19560SG	1642,5	821,25	3285	6		
24814SG	13,7	6,85	27,4	0		
25145SG	31,5	15,75	63	0		
24194SG	110,4	55,2	220,8	0		
24880SG	204,7	102,35	409,4	0		
24388SG	257,3	128,65	514,6	0		
24355SG	33,7	16,85	67,4	0		
24384SG	161,5	80,75	323	0		
24973SG	37,1	18,55	74,2	50		
25582SG	145,5	72,75	291	0		
24741SG	22,9	11,45	45,8	0		
25095SG	26,7	13,35	53,4	0		
24865SG	236,6	118,3	473,2	0		
24678SG	61,2	30,6	122,4	0		
25342SG	35,9	17,95	71,8	55		
25575SG	26,5	13,25	53	0		
25300SG	63,7	31,85	127,4	26		
24711SG	71,8	35,9	143,6	0		
24861SG	144,3	72,15	288,6	34		
24855SG	266,9	133,45	533,8	0		
24958SG	40,1	20,05	80,2	0		
25089SG	24,2	12,1	48,4	0		
24323SG	59,1	29,55	118,2	46		
24844SG	29,4	14,7	58,8	77		
24408SG	110,4	55,2	220,8	0		
24762SG	31,5	15,75	63	0		
25084SG	46,5	23,25	93	0		
24860SG	206,1	103,05	412,2	19		
24953SG	20,1	10,05	40,2	0		
24858SG	359,5	179,75	719	0		
24765SG	24,2	12,1	48,4	0		
24482SG	268,5	134,25	537	0		
24674SG	106	53	212	0		
24738SG	30,6	15,3	61,2	0		
25019SG	433	216,5	866	0		
25159SG	31,5	15,75	63	0		
24852SG	324,4	162,2	648,8	0		
24565SG	272,7	136,35	545,4	0		
24629SG	694,9	347,45	1389,8	0		
25149SG	33,1	16,55	66,2	0		
25070SG	12,3	6,15	24,6	0		
25329SG	75,2	37,6	150,4	0		
24954SG	26,7	13,35	53,4	0		
25553SG	38,5	19,25	77	0		
25219SG	100,7	50,35	201,4	117		
24342SG	70	35	140	0		
24603SG	20,4	10,2	40,8	98		
25533SG	30,6	15,3	61,2	0		
25092SG	16,5	8,25	33	0		
25332SG	58,1	29,05	116,2	0		
24845SG	29,4	14,7	58,8	72		
25629SG	353,1	176,55	706,2	0		
25328SG	199,2	99,6	398,4	0		
24698SG	20,9	10,45	41,8	0		
24349SG	52,3	26,15	104,6	0		
24955SG	37,1	18,55	74,2	20		
24535SG	44,3	22,15	88,6	0		
24465SG	27,3	13,65	54,6	0		
24759SG	27,3	13,65	54,6	0		
24775SG	54,8	27,4	109,6	0		
19554SG	449	224,5	898	0		
24302SG	79,3	39,65	158,6	50		
25132SG	82,6	41,3	165,2	0		
24763SG	24,2	12,1	48,4	0		
24779SG	17,8	8,9	35,6	0		
24832SG	100,2	50,1	200,4	0		
25322SG	48,4	24,2	96,8	0		
24910SG	40,1	20,05	80,2	0		
25632SG	364,4	182,2	728,8	0		
24443SG	51,7	25,85	103,4	0		
24752SG	77,8	38,9	155,6	0		
25321SG	102,4	51,2	204,8	0		
24352SG	129,6	64,8	259,2	0		
24605SG	25,1	12,55	50,2	0		
24151SG	193,2	96,6	386,4	0		
24314SG	48,4	24,2	96,8	0		
24859SG	314,5	157,25	629	25		
25549SG	26,5	13,25	53	0		
24393SG	88,5	44,25	177	25		
24771SG	83,3	41,65	166,6	20		
25323SG	57,7	28,85	115,4	0		
25558SG	22,9	11,45	45,8	53		
24539SG	19,4	9,7	38,8	101		
24613SG	199,8	99,9	399,6	0		
25325SG	25,7	12,85	51,4	0		
24544SG	39,9	19,95	79,8	0		
7723VC	9,95	4,97	19,9	169		
7730VC	3702	1851	7404	0		
7823VC	150	75	300	0		
7812VC	118	59	236	0		
7544VC	152	76	304	0		
7505VC	18,95	9,47	37,9	42		
7861VC	19,95	9,97	39,9	0		
7751VC	28,95	14,47	57,9	548		
7736VC	10,95	5,47	21,9	0		
7742VC	12,95	6,47	25,9	178		
7504VC	103,3	51,65	206,6	9		
7671VC	9,95	4,97	19,9	0		
7637VC	474	237	948	0		
7822VC	100	50	200	0		
7613VC	27,95	13,97	55,9	0		
7494VC	43,3	21,65	86,6	359		
7831VC	18,95	9,47	37,9	16		
7650VC	12,95	6,47	25,9	0		
7834VC	13,95	6,97	27,9	1797		
7512VC	18,95	9,47	37,9	19		
7801VC	32	16	64	0		
7870VC	18,95	9,47	37,9	0		
7624VC	24,95	12,47	49,9	0		
7875VC	9,95	4,97	19,9	0		
7676VC	9,95	4,97	19,9	0		
7733VC	1702	851	3404	0		
7627VC	51	25,5	102	0		
7825VC	212	106	424	0		
7731VC	3702	1851	7404	0		
7880VC	10,95	5,47	21,9	88		
7803VC	100,4	50,2	200,8	440		
7867VC	11,95	5,97	23,9	58		
7554VC	702	351	1404	0		
7633VC	13,95	6,97	27,9	5570		
7868VC	18,95	9,47	37,9	18680		
7873VC	8,95	4,47	17,9	60955		
7764VC	28,95	14,47	57,9	133		
7666VC	10,95	5,47	21,9	42		
7842VC	106	53	212	0		
7767VC	49,5	24,75	99	0		
7621VC	37	18,5	74	0		
7855VC	52	26	104	0		
7881VC	8,95	4,47	17,9	0		
7759VC	19,95	9,97	39,9	129		
7828VC	2502	1251	5004	0		
7387VC	88	44	176	0		
7625VC	24,95	12,47	49,9	0		
7547VC	117	58,5	234	0		
7860VC	15,95	7,97	31,9	0		
7791VC	172	86	344	0		
7813VC	93	46,5	186	0		
7807VC	10,95	5,47	21,9	139		
7872VC	28,95	14,47	57,9	0		
7882VC	9,95	4,97	19,9	42		
7844VC	570	285	1140	0		
7634VC	12,95	6,47	25,9	0		
7846VC	349	174,5	698	0		
7754VC	99	49,5	198	0		
7761VC	13,95	6,97	27,9	229		
7790VC	11,95	5,97	23,9	0		
7832VC	11,95	5,97	23,9	64		
7689VC	28,95	14,47	57,9	78		
7769VC	9,95	4,97	19,9	0		
7735VC	1702	851	3404	0		
7703VC	10,95	5,47	21,9	0		
7818VC	10,95	5,47	21,9	723		
7656VC	9,95	4,97	19,9	7		
7854VC	102	51	204	0		
7719VC	14,95	7,47	29,9	0		
7757VC	9,95	4,97	19,9	0		
7664VC	8,95	4,47	17,9	0		
7878VC	64,5	32,25	129	0		
7821VC	69	34,5	138	0		
7752VC	9,95	4,97	19,9	344		
7536VC	415	207,5	830	0		
7745VC	19,95	9,97	39,9	140		
7667VC	8,95	4,47	17,9	0		
7635VC	182	91	364	0		
7802VC	100,4	50,2	200,8	0		
7765VC	49,5	24,75	99	0		
7806VC	7,95	3,98	15,9	0		
7741VC	32	16	64	396		
7744VC	15,95	7,97	31,9	0		
7771VC	15,95	7,97	31,9	187		
7763VC	14,95	7,47	29,9	253		
7691VC	8,95	4,47	17,9	0		
7503VC	22,95	11,47	45,9	0		
7755VC	18,95	9,47	37,9	298		
7743VC	10,95	5,47	21,9	0		
7749VC	147	73,5	294	0		
7740VC	10,95	5,47	21,9	156		
7863VC	8,95	4,47	17,9	0		
7843VC	130	65	260	0		
7770VC	9,95	4,97	19,9	0		
7720VC	57	28,5	114	4268		
7440VC	30,95	15,47	61,9	218		
7827VC	1402	701	2804	0		
7620VC	37	18,5	74	0		
7850VC	52	26	104	0		
7649VC	8,95	4,47	17,9	5		
7692VC	15,95	7,97	31,9	120		
7729VC	3702	1851	7404	0		
7800VC	37	18,5	74	0		
7552VC	702	351	1404	0		
7859VC	19,95	9,97	39,9	7		
7516VC	15,95	7,97	31,9	27202		
7766VC	49,5	24,75	99	0		
7602VC	20,95	10,47	41,9	0		
7824VC	202	101	404	0		
7849VC	89,5	44,75	179	0		
7833VC	13,95	6,97	27,9	981		
7788VC	10,95	5,47	21,9	0		
7798VC	42	21	84	0		
7127VC	12,95	6,47	25,9	0		
7737VC	9,95	4,97	19,9	0		
7529VC	79	39,5	158	0		
7862VC	14,95	7,47	29,9	0		
7756VC	41	20,5	82	0		
7732VC	1752	876	3504	0		
7762VC	20,95	10,47	41,9	107		
7614VC	27,95	13,97	55,9	0		
7514VC	27,95	13,97	55,9	51		
7612VC	27,95	13,97	55,9	0		
7515VC	62	31	124	11		
7746VC	11,95	5,97	23,9	158		
7562VC	702	351	1404	0		
3590VC	11,95	5,97	23,9	0		
7747VC	20,95	10,47	41,9	0		
7852VC	127	63,5	254	20025		
7704VC	8,95	4,47	17,9	0		
7506VC	22,95	11,47	45,9	0		
7871VC	18,95	9,47	37,9	0		
7851VC	13,95	6,97	27,9	0		
7869VC	10,95	5,47	21,9	35801		
7647VC	12,95	6,47	25,9	24250		
7866VC	7,95	3,98	15,9	0		
7696VC	7,95	3,98	15,9	0		
7619VC	37	18,5	74	0		
7726VC	9,95	4,97	19,9	0		
7591VC	51	25,5	102	0		
7705VC	12,95	6,47	25,9	0		
7799VC	72	36	144	0		
7781VC	9,95	4,97	19,9	0		
7734VC	1702	851	3404	0		
7710VC	9,95	4,97	19,9	0		
3591VC	11,95	5,97	23,9	0		
7739VC	74,5	37,25	149	0		
7598VC	41	20,5	82	0		
7819VC	94	47	188	0		
7815VC	252	126	504	0		
7776VC	10,95	5,47	21,9	0		
7396VC	62	31	124	0		
7853VC	52	26	104	0		
7760VC	10,95	5,47	21,9	0		
7711VC	10,95	5,47	21,9	0		
6072VC	18,95	9,47	37,9	0		
1978VC	26,95	13,47	53,9	0		
7857VC	52	26	104	0		
7375VC	24,95	12,47	49,9	0		
3654VC	16,95	8,47	33,9	0		
5801VC	57	28,5	114	0		
7491VC	15,95	7,97	31,9	126		
4149VC	49,8	24,9	99,6	0		
2385VC0	9,45	4,72	18,9	9		
7513VC	12,95	6,47	25,9	0		
7628VC	51	25,5	102	0		
7490VC	10,95	5,47	21,9	0		
271033CLM	10,15	5,08	20,3	0		
3051608CLM	19,35	9,68	38,7	0		
271041CLM	9,95	4,97	19,9	0		
3051126CLM	20,85	10,43	41,7	0		
2759307CLM	19,55	9,78	39,1	0		
2185404CLM	2,45	1,23	4,9	0		
2776714CLM	17,55	8,78	35,1	99		
3051324CLM	12,75	6,38	25,5	0		
3051123CLM	31,15	15,57	62,3	0		
3051106CLM	5,55	2,77	11,1	0		
293858CLM	112,45	56,23	224,9	99		
305202CLM	10,65	5,33	21,3	0		
293855CLM	115,55	57,77	231,1	99		
23481457CLM	6,55	3,27	13,1	0		
3051118CLM	61,05	30,52	122,1	0		
291495CLM	36,25	18,12	72,5	99		
3046816CLM	89,35	44,67	178,7	0		
291096CLM	97,15	48,58	194,3	0		
2185379CLM	5,35	2,67	10,7	0		
288150CLM	52,95	26,48	105,9	0		
3051214CLM	21,85	10,93	43,7	99		
304715CLM	79,65	39,83	159,3	0		
3051600CLM	21,75	10,88	43,5	0		
294184CLM	22,15	11,07	44,3	0		
3051122CLM	51,55	25,77	103,1	99		
294172CLM	39,25	19,62	78,5	99		
23481448CLM	28,85	14,43	57,7	0		
304707CLM	56,45	28,23	112,9	0		
304736CLM	56,15	28,07	112,3	99		
2759319CLM	98,35	49,17	196,7	0		
294432CLM	173,75	86,88	347,5	0		
2185385CLM	3,45	1,73	6,9	0		
299615CLM	69,45	34,73	138,9	0		
3051656CLM	50,75	25,38	101,5	0		
300426CLM	231,75	115,88	463,5	0		
2185402CLM	2,45	1,23	4,9	0		
2847377CLM	86,85	43,42	173,7	0		
3051389CLM	34,65	17,32	69,3	0		
305207CLM	18,15	9,07	36,3	0		
3051116CLM	40,05	20,02	80,1	0		
3051180CLM	27,05	13,53	54,1	0		
3051607CLM	36,95	18,48	73,9	0		
3051240CLM	23,95	11,97	47,9	0		
304730CLM	152,05	76,03	304,1	99		
3051414CLM	36,25	18,12	72,5	0		
22212743CLM	23,75	11,88	47,5	99		
2185397CLM	2,55	1,27	5,1	0		
2857129CLM	16,85	8,43	33,7	0		
3051450CLM	34,05	17,02	68,1	0		
23481476CLM	8,65	4,33	17,3	0		
3051136CLM	49,95	24,98	99,9	0		
303883CLM	37,25	18,62	74,5	0		
3051231CLM	8,15	4,08	16,3	0		
271045CLM	20,15	10,07	40,3	0		
284319CLM	30,45	15,22	60,9	0		
290015CLM	23,95	11,97	47,9	0		
2597426CLM	14,75	7,38	29,5	99		
2890238CLM	7,55	3,77	15,1	0		
305021CLM	23,15	11,57	46,3	0		
3051308CLM	19,75	9,88	39,5	99		
2847344CLM	125,35	62,67	250,7	0		
3046814CLM	26,35	13,18	52,7	0		
287031CLM	87,85	43,92	175,7	0		
293859CLM	107,15	53,58	214,3	0		
3051320CLM	5,15	2,58	10,3	0		
3051133CLM	30,45	15,22	60,9	0		
304737CLM	86,85	43,42	173,7	0		
23481474CLM	37,55	18,77	75,1	0		
3051102CLM	9,45	4,72	18,9	0		
288154CLM	202,75	101,38	405,5	0		
23481481CLM	24,65	12,32	49,3	0		
3051289CLM	26,75	13,38	53,5	0		
22212733CLM	23,25	11,62	46,5	0		
304728CLM	49,15	24,57	98,3	0		
2759321CLM	105,75	52,88	211,5	0		
2597417CLM	9,15	4,58	18,3	99		
271037CLM	12,05	6,03	24,1	0		
288155CLM	101,35	50,67	202,7	0		
2185384CLM	4,65	2,33	9,3	0		
2597450CLM	33,15	16,57	66,3	99		
304904CLM	3,95	1,98	7,9	0		
2890237CLM	8,15	4,08	16,3	99		
3051534CLM	20,15	10,07	40,3	0		
271044CLM	21,05	10,53	42,1	0		
3051338CLM	50,05	25,02	100,1	0		
271043CLM	17,25	8,62	34,5	99		
291494CLM	20,15	10,07	40,3	0		
23481450CLM	41,25	20,62	82,5	0		
3051597CLM	20,15	10,07	40,3	0		
2857126CLM	15,95	7,97	31,9	99		
3051307CLM	12,95	6,47	25,9	0		
23481477CLM	8,75	4,38	17,5	0		
304727CLM	25,45	12,72	50,9	0		
3051119CLM	36,25	18,12	72,5	0		
2185382CLM	5,55	2,77	11,1	99		
3051392CLM	25,45	12,72	50,9	0		
3051390CLM	46,25	23,12	92,5	0		
2597439CLM	31,95	15,97	63,9	99		
3051612CLM	23,95	11,97	47,9	0		
3051124CLM	12,75	6,38	25,5	99		
271042CLM	20,05	10,03	40,1	0		
3051463CLM	22,45	11,22	44,9	0		
3051186CLM	20,25	10,12	40,5	0		
2597423CLM	15,35	7,67	30,7	99		
2185377CLM	4,35	2,17	8,7	99		
3051187CLM	17,45	8,72	34,9	0		
210799CLM	26,75	13,38	53,5	0		
2726362CLM	68,35	34,17	136,7	0		
271030CLM	53,65	26,82	107,3	0		
2759323CLM	105,75	52,88	211,5	0		
3051491CLM	28,75	14,38	57,5	0		
23481458CLM	28,85	14,43	57,7	0		
3051105CLM	24,85	12,43	49,7	0		
3051290CLM	22,45	11,22	44,9	0		
2597451CLM	42,65	21,32	85,3	99		
3051317CLM	22,15	11,07	44,3	99		
304901CLM	7,95	3,98	15,9	0		
305203CLM	23,15	11,57	46,3	0		
2827282CLM	15,75	7,88	31,5	99		
23481478CLM	15,55	7,78	31,1	0		
2597431CLM	48,85	24,43	97,7	99		
288143CLM	81,05	40,52	162,1	0		
2847382CLM	125,35	62,67	250,7	0		
22212787CLM	19,55	9,78	39,1	0		
2597427CLM	17,75	8,88	35,5	99		
2546161CLM	8,65	4,33	17,3	0		
287351CLM	127,35	63,67	254,7	0		
22212785CLM	19,55	9,78	39,1	0		
3051522CLM	101,35	50,67	202,7	0		
2759317CLM	82,05	41,02	164,1	0		
23481445CLM	6,65	3,33	13,3	99		
2597438CLM	18,15	9,07	36,3	99		
305210CLM	28,75	14,38	57,5	0		
22212772CLM	21,75	10,88	43,5	0		
2827281CLM	22,95	11,47	45,9	0		
3051208CLM	12,85	6,42	25,7	99		
2847364CLM	125,35	62,67	250,7	0		
300424CLM	110,05	55,02	220,1	0		
2890234CLM	6,15	3,08	12,3	0		
291582CLM	38,15	19,07	76,3	99		
2759306CLM	36,25	18,12	72,5	99		
2185403CLM	4,35	2,17	8,7	0		
23481475CLM	15,15	7,58	30,3	0		
284322CLM	35,55	17,77	71,1	99		
305134CLM	57,25	28,62	114,5	0		
2726363CLM	16,55	8,28	33,1	99		
294440CLM	143,45	71,72	286,9	0		
23481449CLM	37,55	18,77	75,1	0		
3051613CLM	36,95	18,48	73,9	0		
3051474CLM	25,45	12,72	50,9	0		
2185395CLM	6,65	3,33	13,3	99		
3051619CLM	45,65	22,82	91,3	0		
2776702CLM	10,95	5,47	21,9	0		
2776698CLM	14,05	7,03	28,1	99		
3051134CLM	56,75	28,38	113,5	99		
299613CLM	42,75	21,38	85,5	0		
3046542CLM	37,85	18,93	75,7	0		
2776701CLM	12,85	6,42	25,7	99		
23481447CLM	5,15	2,58	10,3	0		
3051306CLM	11,45	5,72	22,9	0		
23481473CLM	31,75	15,88	63,5	0		
3051416CLM	23,65	11,82	47,3	99		
271038CLM	13,55	6,78	27,1	0		
291077CLM	141,75	70,88	283,5	0		
2597416CLM	48,85	24,43	97,7	0		
303744CLM	17,85	8,93	35,7	0		
3051278CLM	17,45	8,72	34,9	0		
271035CLM	9,45	4,72	18,9	0		
271040CLM	8,75	4,38	17,5	0		
23481454CLM	23,95	11,97	47,9	0		
3051495CLM	37,55	18,77	75,1	0		
304735CLM	25,45	12,72	50,9	0		
293531CLM	15,85	7,92	31,7	0		
3051205CLM	10,95	5,47	21,9	0		
23481460CLM	41,25	20,62	82,5	0		
3051232CLM	16,95	8,47	33,9	99		
271039CLM	7,25	3,62	14,5	0		
23481463CLM	23,95	11,97	47,9	0		
3046547CLM	25,25	12,62	50,5	0		
304920CLM	18,45	9,22	36,9	0		
3051239CLM	23,85	11,93	47,7	0		
299617CLM	69,45	34,73	138,9	0		
299616CLM	69,45	34,73	138,9	0		
23481461CLM	11,45	5,72	22,9	0		
3051657CLM	20,15	10,07	40,3	0		
23481490CLM	15,55	7,78	31,1	0		
294181CLM	19,15	9,57	38,3	0		
3051138CLM	56,75	28,38	113,5	99		
300429CLM	194,05	97,03	388,1	0		
288153CLM	57,25	28,62	114,5	0		
2365823CLM	92,65	46,33	185,3	0		
3051336CLM	34,85	17,43	69,7	0		
3051146CLM	56,75	28,38	113,5	99		
2365834CLM	41,05	20,52	82,1	99		
2597419CLM	12,85	6,42	25,7	99		
3046548CLM	40,95	20,48	81,9	0		
291483CLM	10,35	5,17	20,7	0		
3046807CLM	88,55	44,27	177,1	0		
2759320CLM	72,35	36,17	144,7	0		
2597446CLM	48,85	24,43	97,7	99		
304716CLM	141,85	70,92	283,7	0		
3046535CLM	18,25	9,12	36,5	0		
288158CLM	139,05	69,53	278,1	0		
3051327CLM	15,55	7,78	31,1	0		
293529CLM	34,65	17,32	69,3	0		
