sku	price	minimum-seller-allowed-price	maximum-seller-allowed-price	quantity	fulfillment-channel	handling-time
30511843CLM	49,15	24,57	98,3	0		
2540395CLM	110,25	55,12	220,5	0		
303898CLM	49,15	24,57	98,3	0		
3051565CLM	9,05	4,53	18,1	0		
2915173CLM	7,55	3,77	15,1	0		
2914100CLM	64,35	32,17	128,7	99		
2758466CLM	78,15	39,08	156,3	0		
30511809CLM	53,15	26,57	106,3	0		
305214CLM	23,25	11,62	46,5	0		
30511756CLM	25,95	12,97	51,9	0		
300437CLM	48,75	24,38	97,5	99		
252415CLM	39,95	19,98	79,9	0		
301759CLM	21,75	10,88	43,5	0		
2185421CLM	3,65	1,82	7,3	0		
3051783CLM	12,75	6,38	25,5	99		
2597455CLM	24,35	12,18	48,7	99		
30511808CLM	42,85	21,43	85,7	0		
294030CLM	173,75	86,88	347,5	0		
2915106CLM	17,35	8,68	34,7	0		
3051634CLM	22,45	11,22	44,9	0		
2836466CLM	22,95	11,47	45,9	99		
2540364CLM	38,45	19,23	76,9	0		
2915200CLM	31,95	15,97	63,9	0		
3051776CLM	26,85	13,43	53,7	99		
30512007CLM	26,05	13,03	52,1	0		
30512094CLM	11,85	5,92	23,7	0		
285283CLM	30,35	15,18	60,7	0		
291597CLM	14,45	7,22	28,9	0		
2915171CLM	21,95	10,97	43,9	0		
2941136CLM	50,75	25,38	101,5	0		
30511448CLM	22,55	11,28	45,1	0		
2847420CLM	65,25	32,62	130,5	0		
304311CLM	22,95	11,47	45,9	0		
2758457CLM	14,15	7,08	28,3	99		
301739CLM	43,95	21,98	87,9	99		
21821017CLM	31,75	15,88	63,5	99		
2684302CLM	11,45	5,72	22,9	99		
2365852CLM	43,25	21,62	86,5	0		
2758458CLM	15,95	7,97	31,9	99		
30511967CLM	12,25	6,12	24,5	0		
30511483CLM	19,05	9,53	38,1	99		
305223CLM	15,15	7,58	30,3	99		
2889127CLM	5,85	2,92	11,7	0		
304314CLM	20,55	10,28	41,1	99		
301756CLM	54,95	27,48	109,9	0		
2914110CLM	28,85	14,43	57,7	0		
2915148CLM	37,15	18,57	74,3	0		
2941143CLM	30,55	15,28	61,1	0		
285287CLM	29,95	14,97	59,9	0		
2941122CLM	29,75	14,88	59,5	0		
2941161CLM	20,85	10,43	41,7	0		
30511986CLM	40,45	20,23	80,9	0		
30511737CLM	22,85	11,43	45,7	0		
2941160CLM	38,35	19,18	76,7	0		
2365873CLM	49,15	24,57	98,3	0		
30511849CLM	65,25	32,62	130,5	0		
305413CLM	23,95	11,97	47,9	0		
300440CLM	40,95	20,48	81,9	99		
30512003CLM	56,45	28,23	112,9	0		
30511528CLM	19,05	9,53	38,1	0		
2758459CLM	27,55	13,78	55,1	0		
30511497CLM	7,05	3,52	14,1	0		
278466CLM	38,45	19,23	76,9	0		
2915159CLM	27,15	13,57	54,3	0		
2915100CLM	13,65	6,83	27,3	0		
30511500CLM	6,95	3,48	13,9	99		
21821015CLM	26,75	13,38	53,5	99		
30511759CLM	25,95	12,97	51,9	0		
304313CLM	26,75	13,38	53,5	99		
305306CLM	26,75	13,38	53,5	0		
2684287CLM	16,55	8,28	33,1	99		
2714204CLM	23,75	11,88	47,5	99		
2597493CLM	49,15	24,57	98,3	0		
30512090CLM	56,15	28,07	112,3	99		
2889128CLM	5,05	2,52	10,1	0		
305403CLM	7,75	3,88	15,5	99		
3051502CLM	15,25	7,62	30,5	0		
2365858CLM	64,55	32,27	129,1	0		
30511856CLM	42,85	21,43	85,7	0		
2836526CLM	68,15	34,08	136,3	0		
2758444CLM	12,15	6,08	24,3	99		
30511509CLM	47,05	23,52	94,1	99		
300017CLM	57,85	28,93	115,7	0		
2915120CLM	22,35	11,18	44,7	0		
2776718CLM	22,15	11,07	44,3	99		
2915123CLM	17,15	8,57	34,3	0		
3051788CLM	31,75	15,88	63,5	99		
301751CLM	16,65	8,32	33,3	0		
30511531CLM	17,55	8,78	35,1	0		
301752CLM	23,65	11,82	47,3	0		
2941158CLM	20,85	10,43	41,7	0		
30511726CLM	22,85	11,43	45,7	0		
2915176CLM	16,05	8,03	32,1	0		
3051557CLM	16,65	8,32	33,3	0		
30512026CLM	26,05	13,03	52,1	0		
23481504CLM	7,25	3,62	14,5	99		
303894CLM	20,55	10,28	41,1	99		
3051537CLM	15,95	7,97	31,9	0		
2915185CLM	28,75	14,38	57,5	0		
2941153CLM	19,65	9,82	39,3	0		
305808CLM	5,75	2,88	11,5	0		
2910101CLM	101,95	50,98	203,9	0		
305448CLM	10,95	5,47	21,9	0		
2185430CLM	2,35	1,18	4,7	0		
2915127CLM	17,25	8,62	34,5	0		
2758455CLM	11,15	5,58	22,3	99		
285291CLM	14,25	7,12	28,5	0		
30511576CLM	56,15	28,07	112,3	99		
2540359CLM	23,75	11,88	47,5	99		
2915160CLM	12,35	6,17	24,7	99		
283979CLM	5,85	2,92	11,7	99		
30511848CLM	42,85	21,43	85,7	0		
3051548CLM	19,05	9,53	38,1	99		
300750CLM	55,85	27,93	111,7	0		
300019CLM	138,95	69,47	277,9	0		
305817CLM	23,75	11,88	47,5	99		
2941155CLM	59,35	29,68	118,7	0		
2758432CLM	12,15	6,08	24,3	99		
2915109CLM	64,75	32,38	129,5	99		
2758448CLM	12,15	6,08	24,3	99		
2915181CLM	37,45	18,73	74,9	0		
30511853CLM	19,75	9,88	39,5	0		
30512091CLM	11,85	5,92	23,7	0		
2758463CLM	59,45	29,73	118,9	0		
2758443CLM	10,25	5,12	20,5	99		
300755CLM	41,75	20,88	83,5	99		
30511427CLM	85,85	42,92	171,7	0		
30511715CLM	18,75	9,38	37,5	0		
2293749CLM	66,65	33,33	133,3	0		
30511730CLM	22,85	11,43	45,7	0		
2776778CLM	21,75	10,88	43,5	0		
2915189CLM	36,15	18,07	72,3	0		
305447CLM	18,85	9,43	37,7	0		
30511505CLM	5,75	2,88	11,5	0		
2597452CLM	11,65	5,83	23,3	99		
300326CLM	133,15	66,58	266,3	0		
30511832CLM	42,85	21,43	85,7	0		
301744CLM	19,55	9,78	39,1	0		
305818CLM	13,95	6,97	27,9	99		
2365866CLM	50,05	25,02	100,1	0		
2107114CLM	40,35	20,18	80,7	0		
3051575CLM	28,85	14,43	57,7	0		
283969CLM	3,05	1,52	6,1	0		
2758436CLM	9,05	4,53	18,1	0		
2836446CLM	29,95	14,97	59,9	99		
2365870CLM	49,15	24,57	98,3	0		
30511443CLM	9,05	4,53	18,1	0		
23481508CLM	6,85	3,42	13,7	99		
301735CLM	41,75	20,88	83,5	99		
3051506CLM	15,95	7,97	31,9	0		
3051581CLM	15,25	7,62	30,5	0		
285284CLM	18,75	9,38	37,5	99		
30511857CLM	65,25	32,62	130,5	0		
23481495CLM	50,75	25,38	101,5	0		
30511529CLM	60,65	30,32	121,3	0		
30511533CLM	6,05	3,02	12,1	0		
294199CLM	39,65	19,82	79,3	0		
30511551CLM	279,65	139,82	559,3	0		
2915149CLM	37,85	18,93	75,7	0		
2365883CLM	57,95	28,98	115,9	0		
300009CLM	80,95	40,48	161,9	0		
3051550CLM	34,65	17,32	69,3	0		
2915157CLM	21,55	10,78	43,1	0		
2836438CLM	136,85	68,42	273,7	99		
2758452CLM	12,15	6,08	24,3	99		
2540403CLM	24,95	12,47	49,9	0		
291596CLM	13,35	6,67	26,7	99		
3051505CLM	15,25	7,62	30,5	0		
2941140CLM	39,65	19,82	79,3	0		
30511503CLM	50,05	25,02	100,1	99		
2836464CLM	19,05	9,53	38,1	99		
2714198CLM	30,05	15,03	60,1	99		
300748CLM	24,25	12,12	48,5	0		
30511573CLM	41,75	20,88	83,5	99		
2684306CLM	11,45	5,72	22,9	99		
2941115CLM	89,85	44,92	179,7	0		
30512116CLM	27,55	13,78	55,1	0		
2365874CLM	63,65	31,82	127,3	0		
2941159CLM	36,15	18,07	72,3	0		
2941135CLM	30,55	15,28	61,1	99		
2914127CLM	136,05	68,03	272,1	0		
2365854CLM	115,55	57,77	231,1	99		
301745CLM	23,25	11,62	46,5	0		
2915147CLM	41,05	20,52	82,1	99		
2786180CLM	21,75	10,88	43,5	0		
305218CLM	23,25	11,62	46,5	0		
301736CLM	38,45	19,23	76,9	0		
3051734CLM	30,05	15,03	60,1	99		
305442CLM	17,85	8,93	35,7	99		
2836457CLM	17,35	8,68	34,7	0		
2714197CLM	30,05	15,03	60,1	99		
30511549CLM	55,85	27,93	111,7	0		
305443CLM	18,95	9,47	37,9	99		
30511873CLM	37,65	18,82	75,3	0		
2684296CLM	27,55	13,78	55,1	0		
30511815CLM	33,45	16,73	66,9	0		
301746CLM	16,35	8,18	32,7	0		
23481516CLM	7,25	3,62	14,5	0		
3051576CLM	54,35	27,18	108,7	0		
2836455CLM	17,35	8,68	34,7	99		
30512097CLM	13,75	6,88	27,5	0		
2540410CLM	26,85	13,43	53,7	0		
3051588CLM	19,05	9,53	38,1	0		
212561CLM	25,45	12,72	50,9	99		
2597494CLM	77,85	38,92	155,7	0		
2758449CLM	10,95	5,47	21,9	0		
2365849CLM	29,55	14,78	59,1	0		
278474CLM	23,75	11,88	47,5	99		
2540345CLM	20,15	10,07	40,3	0		
30511729CLM	18,75	9,38	37,5	0		
305221CLM	31,15	15,57	62,3	0		
30511855CLM	33,45	16,73	66,9	0		
301764CLM	34,65	17,32	69,3	0		
2540377CLM	28,25	14,12	56,5	0		
283982CLM	6,15	3,08	12,3	0		
301760CLM	17,35	8,68	34,7	99		
2915134CLM	15,15	7,58	30,3	0		
2758446CLM	15,95	7,97	31,9	99		
3051566CLM	22,45	11,22	44,9	0		
30511481CLM	7,15	3,58	14,3	0		
30511594CLM	44,95	22,48	89,9	0		
2915107CLM	23,55	11,78	47,1	0		
2597500CLM	14,15	7,08	28,3	0		
2941168CLM	38,35	19,18	76,7	0		
21821004CLM	15,15	7,58	30,3	99		
2941138CLM	133,05	66,53	266,1	0		
21821000CLM	28,65	14,32	57,3	0		
294031CLM	152,05	76,03	304,1	0		
30511755CLM	20,15	10,07	40,3	0		
2365841CLM	39,65	19,82	79,3	0		
2365837CLM	39,65	19,82	79,3	0		
3051503CLM	15,95	7,97	31,9	0		
30511580CLM	40,45	20,23	80,9	0		
2941105CLM	50,75	25,38	101,5	0		
300744CLM	53,65	26,82	107,3	99		
2889124CLM	4,35	2,17	8,7	99		
2941102CLM	29,75	14,88	59,5	0		
2758453CLM	10,95	5,47	21,9	0		
2540371CLM	23,75	11,88	47,5	0		
3051552CLM	22,45	11,22	44,9	0		
30511639CLM	11,95	5,97	23,9	99		
2540406CLM	33,65	16,82	67,3	0		
300013CLM	109,45	54,73	218,9	99		
30511476CLM	2,65	1,32	5,3	0		
305802CLM	13,75	6,88	27,5	0		
283977CLM	5,65	2,83	11,3	0		
300438CLM	44,95	22,48	89,9	0		
2185408CLM	4,05	2,02	8,1	99		
30511584CLM	57,85	28,93	115,7	0		
2597508CLM	17,25	8,62	34,5	0		
2597507CLM	13,75	6,88	27,5	0		
285296CLM	10,75	5,38	21,5	0		
30511772CLM	22,95	11,47	45,9	0		
305219CLM	14,45	7,22	28,9	0		
3051587CLM	17,25	8,62	34,5	99		
30511774CLM	31,15	15,57	62,3	0		
2915183CLM	23,95	11,97	47,9	0		
2941125CLM	59,35	29,68	118,7	0		
2857139CLM	15,95	7,97	31,9	99		
269489CLM	68,15	34,08	136,3	0		
283975CLM	3,65	1,82	7,3	0		
3051578CLM	103,35	51,67	206,7	0		
2758450CLM	15,95	7,97	31,9	99		
30511760CLM	14,35	7,17	28,7	0		
300015CLM	138,95	69,47	277,9	0		
212560CLM	33,05	16,52	66,1	99		
2827300CLM	6,05	3,02	12,1	0		
30511948CLM	24,65	12,32	49,3	0		
2836444CLM	15,75	7,88	31,5	99		
305228CLM	29,75	14,88	59,5	0		
3051771CLM	14,35	7,17	28,7	0		
305404CLM	25,85	12,93	51,7	99		
2365840CLM	29,55	14,78	59,1	0		
3051529CLM	12,65	6,33	25,3	0		
30511811CLM	49,15	24,57	98,3	0		
301740CLM	36,65	18,32	73,3	99		
2941150CLM	89,85	44,92	179,7	0		
3051789CLM	31,75	15,88	63,5	99		
2365881CLM	86,85	43,42	173,7	0		
305308CLM	31,75	15,88	63,5	0		
2107111CLM	44,25	22,12	88,5	0		
30511508CLM	18,15	9,07	36,3	0		
30511494CLM	50,05	25,02	100,1	99		
3051538CLM	28,95	14,47	57,9	0		
283970CLM	3,65	1,82	7,3	0		
2365847CLM	29,75	14,88	59,5	0		
2914103CLM	11,45	5,72	22,9	0		
21821016CLM	27,55	13,78	55,1	0		
2365889CLM	203,75	101,88	407,5	99		
2941162CLM	38,35	19,18	76,7	0		
30511985CLM	21,05	10,53	42,1	0		
30511762CLM	25,95	12,97	51,9	0		
2889123CLM	4,85	2,42	9,7	99		
2758451CLM	10,25	5,12	20,5	0		
278471CLM	19,45	9,72	38,9	0		
285282CLM	20,15	10,07	40,3	0		
30511817CLM	65,25	32,62	130,5	0		
2847413CLM	40,95	20,48	81,9	99		
2915128CLM	23,15	11,57	46,3	0		
305812CLM	25,25	12,62	50,5	0		
3051570CLM	44,95	22,48	89,9	0		
2786182CLM	10,95	5,47	21,9	0		
300752CLM	99,65	49,83	199,3	99		
2540400CLM	22,65	11,32	45,3	0		
2684290CLM	16,55	8,28	33,1	99		
30511750CLM	25,95	12,97	51,9	0		
2941114CLM	25,45	12,72	50,9	0		
305309CLM	40,45	20,23	80,9	99		
23481503CLM	5,05	2,52	10,1	0		
23481497CLM	66,35	33,17	132,7	0		
2540343CLM	22,85	11,43	45,7	0		
2915103CLM	15,85	7,92	31,7	0		
2365888CLM	170,85	85,42	341,7	0		
2915150CLM	22,85	11,43	45,7	0		
305305CLM	19,55	9,78	39,1	0		
2910102CLM	103,95	51,98	207,9	0		
2365887CLM	82,05	41,02	164,1	99		
30511595CLM	100,25	50,12	200,5	99		
30511989CLM	54,95	27,48	109,9	0		
30511510CLM	28,85	14,43	57,7	0		
2185424CLM	4,65	2,33	9,3	0		
2663843CLM	2,55	1,27	5,1	0		
3051515CLM	22,45	11,22	44,9	0		
30511731CLM	37,35	18,68	74,7	0		
30511775CLM	22,95	11,47	45,9	0		
2914101CLM	25,65	12,82	51,3	0		
2714200CLM	43,95	21,98	87,9	99		
2941154CLM	34,15	17,07	68,3	0		
30511766CLM	14,35	7,17	28,7	0		
30511831CLM	33,45	16,73	66,9	0		
30511761CLM	20,15	10,07	40,3	0		
10006VC	11,95	5,97	23,9	596		
10061VC	1562	781	3124	0		
10070VC	9,95	4,97	19,9	62		
10057VC	30	15	60	0		
10014VC	44	22	88	0		
10009VC	23,95	11,97	47,9	75		
10008VC	23,95	11,97	47,9	1256		
8591VC	265	132,5	530	0		
10040VC	24,95	12,47	49,9	191		
10025VC	45,7	22,85	91,4	3000		
10007VC	10,95	5,47	21,9	1499		
10056VC	112	56	224	11		
10042VC	62	31	124	68		
10050VC	6730	3365	13460	0		
10011VC	14,95	7,47	29,9	2383		
10015VC	13,95	6,97	27,9	36		
10055VC	95,8	47,9	191,6	0		
8594VC	233	116,5	466	0		
10062VC	1782	891	3564	0		
8593VC	338	169	676	0		
10064VC	1782	891	3564	0		
8586VC	141	70,5	282	0		
10029VC	45,8	22,9	91,6	160		
10020VC	10,95	5,47	21,9	1911		
10019VC	24,95	12,47	49,9	395		
10030VC	37	18,5	74	0		
8584VC	197	98,5	394	0		
8588VC	121	60,5	242	0		
10045VC	112	56	224	0		
10047VC	92	46	184	0		
10059VC	82	41	164	0		
8561VC	31,95	15,97	63,9	0		
10018VC	13,95	6,97	27,9	61		
10027VC	37	18,5	74	0		
10024VC	12,95	6,47	25,9	2508		
10066VC	3082	1541	6164	0		
10028VC	37	18,5	74	0		
10060VC	1562	781	3124	0		
10052VC	12878	6439	25756	0		
10071VC	9,95	4,97	19,9	1125		
10021VC	176	88	352	0		
10038VC	19,95	9,97	39,9	0		
10016VC	13,95	6,97	27,9	1644		
10068VC	2982	1491	5964	0		
8590VC	205	102,5	410	0		
10031VC	23,95	11,97	47,9	0		
10039VC	41,9	20,95	83,8	38		
10010VC	12,95	6,47	25,9	386		
10012VC	19,95	9,97	39,9	631		
8592VC	291	145,5	582	0		
8589VC	170	85	340	0		
10051VC	5186	2593	10372	0		
10022VC	313	156,5	626	0		
10049VC	6150	3075	12300	0		
10065VC	3082	1541	6164	0		
10041VC	35,8	17,9	71,6	420		
10046VC	92	46	184	0		
10048VC	77	38,5	154	0		
10043VC	89,5	44,75	179	73		
10067VC	2982	1491	5964	0		
10017VC	13,95	6,97	27,9	2554		
10072VC	8,95	4,47	17,9	0		
10023VC	54,5	27,25	109	0		
10026VC	45,8	22,9	91,6	26100		
10058VC	82	41	164	0		
8562VC	139,5	69,75	279	655		
304121CLM	7,75	3,88	15,5	0		
2915263CLM	11,55	5,78	23,1	0		
303237CLM	39,55	19,77	79,1	99		
305717CLM	10,95	5,47	21,9	99		
30512228CLM	18,15	9,07	36,3	0		
2915235CLM	25,95	12,97	51,9	0		
2540422CLM	30,05	15,03	60,1	99		
2836502CLM	50,65	25,32	101,3	0		
30513193CLM	9,75	4,88	19,5	0		
2915231CLM	25,95	12,97	51,9	0		
2915274CLM	19,95	9,97	39,9	99		
30513172CLM	78,15	39,08	156,3	0		
30512246CLM	38,85	19,43	77,7	0		
30512821CLM	50,15	25,07	100,3	0		
2540427CLM	9,05	4,53	18,1	0		
2915208CLM	18,75	9,38	37,5	0		
2776802CLM	48,85	24,43	97,7	0		
2758497CLM	13,05	6,53	26,1	0		
2663881CLM	15,25	7,62	30,5	0		
2758483CLM	8,75	4,38	17,5	0		
2293754CLM	13,25	6,62	26,5	99		
2890316CLM	29,25	14,62	58,5	0		
305722CLM	22,65	11,32	45,3	0		
2915327CLM	40,05	20,02	80,1	0		
305435CLM	35,75	17,88	71,5	0		
30512205CLM	9,35	4,67	18,7	0		
2758469CLM	11,35	5,67	22,7	0		
305456CLM	26,05	13,03	52,1	0		
2758472CLM	10,65	5,33	21,3	0		
22212812CLM	37,25	18,62	74,5	99		
2915249CLM	8,05	4,03	16,1	0		
287390CLM	13,45	6,72	26,9	99		
301771CLM	35,55	17,77	71,1	0		
2836501CLM	27,85	13,93	55,7	0		
2540448CLM	24,45	12,22	48,9	0		
305475CLM	14,75	7,38	29,5	0		
21821045CLM	14,25	7,12	28,5	0		
305469CLM	12,95	6,47	25,9	0		
290230CLM	8,15	4,08	16,3	0		
2758503CLM	9,95	4,97	19,9	0		
2915306CLM	17,95	8,97	35,9	0		
2546183CLM	38,95	19,48	77,9	0		
2540430CLM	17,25	8,62	34,5	99		
2847437CLM	34,85	17,43	69,7	99		
257467CLM	19,05	9,53	38,1	99		
2546181CLM	7,35	3,67	14,7	0		
287389CLM	9,65	4,83	19,3	0		
2546199CLM	36,75	18,38	73,5	0		
290228CLM	28,65	14,32	57,3	0		
2890296CLM	23,15	11,57	46,3	0		
30512420CLM	11,95	5,97	23,9	0		
305462CLM	14,75	7,38	29,5	0		
2759334CLM	13,05	6,53	26,1	0		
30512832CLM	32,45	16,23	64,9	0		
30512218CLM	9,35	4,67	18,7	0		
30512809CLM	74,75	37,38	149,5	0		
2776797CLM	28,25	14,12	56,5	0		
304123CLM	7,75	3,88	15,5	99		
305701CLM	22,65	11,32	45,3	99		
305706CLM	10,95	5,47	21,9	99		
306115CLM	12,25	6,12	24,5	0		
30512808CLM	56,25	28,12	112,5	0		
2758505CLM	13,05	6,53	26,1	0		
2758514CLM	17,35	8,68	34,7	99		
2836514CLM	3,85	1,93	7,7	0		
2540450CLM	25,45	12,72	50,9	99		
305704CLM	21,75	10,88	43,5	0		
2684323CLM	28,65	14,32	57,3	0		
2546180CLM	12,25	6,12	24,5	0		
299540CLM	29,25	14,62	58,5	99		
303221CLM	39,15	19,57	78,3	0		
2847445CLM	38,95	19,48	77,9	0		
30512256CLM	13,85	6,92	27,7	0		
287375CLM	55,35	27,68	110,7	0		
2915320CLM	27,85	13,93	55,7	0		
30512222CLM	5,75	2,88	11,5	0		
2540418CLM	22,95	11,47	45,9	99		
30513148CLM	22,75	11,38	45,5	0		
2915300CLM	31,05	15,53	62,1	0		
30512811CLM	110,55	55,27	221,1	0		
30513153CLM	23,15	11,57	46,3	0		
2827317CLM	22,65	11,32	45,3	0		
301773CLM	18,75	9,38	37,5	0		
287387CLM	47,05	23,52	94,1	99		
2540457CLM	16,55	8,28	33,1	0		
306105CLM	10,65	5,33	21,3	0		
22212810CLM	26,75	13,38	53,5	99		
21821046CLM	24,45	12,22	48,9	0		
2540456CLM	27,75	13,88	55,5	99		
30512818CLM	82,35	41,17	164,7	0		
306116CLM	19,55	9,78	39,1	0		
299532CLM	16,55	8,28	33,1	99		
30513010CLM	7,45	3,73	14,9	0		
290235CLM	6,95	3,48	13,9	0		
2758494CLM	15,15	7,58	30,3	0		
30512895CLM	14,75	7,38	29,5	0		
2540435CLM	6,35	3,17	12,7	0		
287388CLM	17,35	8,68	34,7	0		
2915219CLM	40,85	20,43	81,7	0		
30512977CLM	4,55	2,27	9,1	0		
23481578CLM	5,75	2,88	11,5	0		
303223CLM	39,15	19,57	78,3	0		
30512244CLM	18,75	9,38	37,5	0		
2684314CLM	11,95	5,97	23,9	99		
30512785CLM	18,75	9,38	37,5	0		
30512798CLM	87,75	43,88	175,5	0		
304119CLM	4,35	2,17	8,7	0		
22212889CLM	24,85	12,43	49,7	99		
2889132CLM	14,75	7,38	29,5	99		
305716CLM	14,15	7,08	28,3	0		
305728CLM	16,55	8,28	33,1	99		
30512797CLM	37,55	18,77	75,1	0		
304117CLM	9,55	4,78	19,1	0		
30512799CLM	50,95	25,48	101,9	0		
23481580CLM	7,15	3,58	14,3	0		
22212800CLM	30,95	15,47	61,9	99		
2915329CLM	33,05	16,52	66,1	99		
30512229CLM	18,15	9,07	36,3	0		
290237CLM	8,75	4,38	17,5	0		
287379CLM	16,25	8,12	32,5	0		
305705CLM	14,75	7,38	29,5	0		
30513161CLM	13,05	6,53	26,1	0		
2758511CLM	10,25	5,12	20,5	99		
2540419CLM	30,25	15,12	60,5	0		
23481581CLM	7,85	3,92	15,7	99		
2759335CLM	11,05	5,53	22,1	99		
30512255CLM	12,65	6,33	25,3	0		
290232CLM	8,75	4,38	17,5	0		
2915211CLM	84,65	42,33	169,3	0		
30512795CLM	25,45	12,72	50,9	0		
2915293CLM	65,15	32,58	130,3	0		
212565CLM	4,35	2,17	8,7	0		
2684325CLM	21,45	10,72	42,9	99		
2915207CLM	23,75	11,88	47,5	99		
30513149CLM	7,15	3,58	14,3	0		
22212811CLM	72,85	36,42	145,7	99		
2546179CLM	14,05	7,03	28,1	99		
21821044CLM	24,45	12,22	48,9	0		
2597513CLM	6,35	3,17	12,7	0		
257463CLM	18,75	9,38	37,5	0		
22212891CLM	24,05	12,03	48,1	0		
2915319CLM	25,95	12,97	51,9	0		
30512804CLM	71,65	35,83	143,3	0		
30513000CLM	7,45	3,73	14,9	0		
30512250CLM	6,55	3,27	13,1	0		
304322CLM	15,55	7,78	31,1	0		
2540453CLM	40,95	20,48	81,9	99		
2915316CLM	27,85	13,93	55,7	0		
30513160CLM	42,35	21,18	84,7	0		
30513180CLM	10,05	5,03	20,1	99		
305434CLM	9,65	4,83	19,3	0		
2540423CLM	36,45	18,23	72,9	99		
30512829CLM	63,65	31,82	127,3	0		
30513304CLM	26,05	13,03	52,1	0		
2890290CLM	7,35	3,67	14,7	0		
287385CLM	43,95	21,98	87,9	99		
30512980CLM	7,25	3,62	14,5	99		
2139504CLM	8,45	4,22	16,9	99		
304118CLM	4,35	2,17	8,7	0		
22212799CLM	19,75	9,88	39,5	99		
30512830CLM	82,35	41,17	164,7	0		
305715CLM	28,65	14,32	57,3	0		
2915330CLM	26,75	13,38	53,5	0		
2139499CLM	6,95	3,48	13,9	0		
2915224CLM	15,35	7,67	30,7	0		
2915246CLM	22,65	11,32	45,3	0		
305454CLM	50,65	25,32	101,3	0		
306114CLM	24,05	12,03	48,1	0		
2540411CLM	21,45	10,72	42,9	99		
2758482CLM	13,85	6,92	27,7	0		
2758493CLM	13,05	6,53	26,1	0		
22212802CLM	72,85	36,42	145,7	99		
21821038CLM	12,25	6,12	24,5	0		
287380CLM	35,55	17,77	71,1	0		
305710CLM	11,95	5,97	23,9	99		
299537CLM	29,25	14,62	58,5	99		
2890295CLM	8,25	4,12	16,5	0		
30512967CLM	5,75	2,88	11,5	0		
2546198CLM	9,05	4,53	18,1	0		
287392CLM	37,55	18,77	75,1	0		
257462CLM	16,15	8,07	32,3	0		
30513015CLM	18,95	9,47	37,9	99		
288459CLM	20,35	10,18	40,7	99		
21821027CLM	13,45	6,72	26,9	0		
2915315CLM	45,35	22,68	90,7	0		
30512211CLM	10,15	5,08	20,3	0		
21821030CLM	14,25	7,12	28,5	0		
30512802CLM	42,45	21,23	84,9	0		
2758504CLM	10,65	5,33	21,3	0		
2546177CLM	22,65	11,32	45,3	0		
2663885CLM	25,95	12,97	51,9	0		
2847401CLM	34,35	17,18	68,7	0		
2726371CLM	42,35	21,18	84,7	0		
2915291CLM	70,15	35,08	140,3	0		
2597492CLM	51,95	25,98	103,9	0		
2915323CLM	16,65	8,32	33,3	0		
301770CLM	18,75	9,38	37,5	0		
30512908CLM	19,05	9,53	38,1	0		
2758484CLM	10,65	5,33	21,3	0		
303234CLM	26,85	13,43	53,7	99		
299527CLM	26,15	13,07	52,3	99		
303228CLM	26,05	13,03	52,1	0		
299524CLM	12,15	6,08	24,3	99		
2847444CLM	26,05	13,03	52,1	0		
30513194CLM	15,35	7,67	30,7	0		
22212807CLM	18,25	9,12	36,5	99		
288457CLM	11,55	5,78	23,1	0		
2776782CLM	12,65	6,33	25,3	99		
2546178CLM	36,75	18,38	73,5	0		
303235CLM	39,15	19,57	78,3	0		
22212809CLM	30,95	15,47	61,9	99		
2684324CLM	25,45	12,72	50,9	99		
299523CLM	8,05	4,03	16,1	0		
303224CLM	26,05	13,03	52,1	0		
290231CLM	22,75	11,38	45,5	0		
2758467CLM	18,75	9,38	37,5	0		
305731CLM	12,75	6,38	25,5	99		
30512438CLM	31,05	15,53	62,1	0		
306109CLM	20,25	10,12	40,5	0		
290238CLM	28,65	14,32	57,3	0		
303232CLM	26,05	13,03	52,1	0		
301772CLM	9,05	4,53	18,1	0		
2546175CLM	16,85	8,43	33,7	0		
2726368CLM	42,35	21,18	84,7	0		
2546174CLM	58,55	29,27	117,1	0		
2758518CLM	25,95	12,97	51,9	0		
22212823CLM	273,75	136,88	547,5	0		
2915299CLM	31,75	15,88	63,5	99		
2890324CLM	16,25	8,12	32,5	0		
305478CLM	13,05	6,53	26,1	0		
2915303CLM	33,05	16,52	66,1	99		
30512436CLM	18,75	9,38	37,5	0		
2915280CLM	34,85	17,43	69,7	99		
306112CLM	65,15	32,58	130,3	0		
21821036CLM	14,25	7,12	28,5	0		
30513003CLM	4,65	2,33	9,3	0		
301774CLM	22,65	11,32	45,3	0		
290236CLM	7,35	3,67	14,7	0		
257480CLM	19,55	9,78	39,1	0		
30512266CLM	4,05	2,02	8,1	0		
2758495CLM	9,05	4,53	18,1	0		
2759338CLM	15,95	7,97	31,9	99		
2836549CLM	18,75	9,38	37,5	0		
257469CLM	19,55	9,78	39,1	0		
2836544CLM	22,75	11,38	45,5	0		
22212797CLM	10,35	5,17	20,7	0		
21821028CLM	30,25	15,12	60,5	0		
2540415CLM	26,25	13,12	52,5	99		
23481577CLM	9,05	4,53	18,1	99		
305464CLM	24,45	12,22	48,9	0		
30513173CLM	19,75	9,88	39,5	99		
2915328CLM	32,45	16,23	64,9	0		
257474CLM	16,15	8,07	32,3	0		
30512403CLM	69,35	34,67	138,7	0		
2836542CLM	203,85	101,92	407,7	0		
22212806CLM	20,35	10,18	40,7	99		
306122CLM	14,15	7,08	28,3	99		
