sku	asin	price	quantity	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	Progressive Price Type	Progressive Lower Bound 1	Progressive Price 1	Progressive Lower Bound 2	Progressive Price 2	Progressive Lower Bound 3	Progressive Price 3	Minimum order quantity	Sell remainder
27350SGFBA	B0BNXZRQDP	123.00		120.54	fixed	6	104.55	12	92.25	18	89.79	50	86.10											
273518CLM	B0CPJSHFF7	54.60	0	53.51	fixed	6	46.41	12	40.95	18	39.86	50	38.22											
273521CLM	B0CPJTLPHY	22.60	0																					
273524CLM	B0CPJSL41K	25.50	0	24.99	fixed	6	21.68	12	19.13	18	18.62	50	17.85											
273527DC	B0CPJSQV49	15.70	0																					
273528CLM	B0CPJRPQ7B	42.20	0																					
27354RGSG	B0BVMW4W47	209.10	0	151.41	fixed	6	131.33	12	115.88	18	112.79	50	108.15											
273601DC	B00T6Q1CPQ	22.70	0																					
273602DC	B00T6Q1DJG	22.70	0																					
273603DC	B00T6Q1JG8	22.70	0																					
273605DC	B00T6Q1BSO	22.70	0																					
273606DC	B00T6Q1HLU	22.70	0																					
273607DC	B00T6Q1ILO	22.70	0																					
273608DC	B00T6Q1EEA	22.70	0																					
273609DC	B00T6Q1F8A	22.70	0																					
273614CLM	B07TGFLSDD	22.80	0																					
273661CLM	B07THD563N	23.20	0																					
273662CLM	B07TD6TTG8	35.40	0																					
273666CLM	B07TGFMTZY	47.40	0																					
273668CLM	B07TH9SDRH	46.30	0																					
273671CLM	B07THQXG6B	23.20	0																					
273683CLM	B07TGFN1NC	43.30	0																					
273685CLM	B07TD6TTG9	26.70	0																					
273686CLM	B07THQLJKP	35.40	0																					
273691CLM	B07THC1PQ6	39.40	0																					
273692CLM	B07TFBHXB9	39.40	0																					
27379SGRG	B0CC3QKBZ4	30.30	0	29.69	fixed	6	25.76	12	22.73	18	22.12	50	21.21											
27382RGSG	B0BVMQHDN3	107.70	0	105.55	fixed	6	91.55	12	80.78	18	78.63	50	75.39											
27384RGSG	B0BVMTVJRL	89.10	0	87.32	fixed	6	75.74	12	66.83	18	65.05	50	62.37											false
27389RGSG	B0BVMTW5GL	25.60	0	16.07	fixed	6	14.76	12	13.12	18	12.30													
27390RGSG	B0BVMTN5BL	25.60	0	18.03	fixed	6	15.64	12	13.80	18	13.44	50	12.88											
27392RGSG	B0BVMVV3RC	25.60	0	16.07	fixed	6	13.94	12	12.30	18	11.98	50	11.48											
27392SGFBA	B0BVMVV3RC	15.95	0	15.63	fixed	6	13.56	12	11.97	18	11.65	50	11.17											
27393RGSG	B0BVMR2PC1	21.50	0	21.07	fixed	6	18.28	12	16.13	18	15.70	50	15.05											
27393SGFBA	B0BVMR2PC1	15.95		15.63	fixed	6	13.56	12	11.97	18	11.65	50	11.17											
27394RGSG	B0BVMTX9V1	22.40	0	21.95	fixed	6	19.04	12	16.80	18	16.36	50	15.68											
27394SGFBA	B0BVMTX9V1	16.00		15.68	fixed	6	13.60	12	12.00	18	11.68	50	11.20											
27395RGSG	B0BVMVJ98X	25.70	0	16.07	fixed	6	13.94	12	12.30	18	11.98	50	11.48											
27395SGFBA	B0BVMVJ98X	15.95		15.63	fixed	6	13.56	12	11.97	18	11.65	50	11.17											
27402RGSG	B0BVMTY34L	40.80	0	39.98	fixed	6	34.68	12	30.60	18	29.79	50	28.56											
27403RGSG	B0BVMT3F4K	119.60	0	95.16	fixed	6	82.54	12	72.83	18	70.89	50	67.97											
27408RGSG	B0BVMWKWBN	84.60	0	66.35	fixed	6	60.93	12	54.16	18	50.78													
27411SG	B0CW6NWB7S	75.00	0	73.5	fixed	6	63.75	12	56.25	18	54.75	50	52.50											
27412RGSG	B0BVMS18C5	114.10	0																					
27413RGSG	B0BVMVSX2X	137.30	0	134.55	fixed	6	116.71	12	102.98	18	100.23	50	96.11											
27415SGFBA	B0BVMVHMQ8	99.95		97.95	fixed	6	84.96	12	74.97	18	72.97	50	69.97											
27422RGSG	B0BVMS1J1N	215.40	0	176.11	fixed	6	161.73	12	143.76	18	134.78													
27423RGSG	B0BVMWTJBT	222.10	0	179.54	fixed	6	155.72	12	137.40	18	133.74	50	128.24											false
27424RGSG	B0BVMSXV2X	294.70	0	239.41	fixed	6	207.66	12	183.23	18	178.34	50	171.01											
27425RGSG	B0BVMS92HW	834.90	0																					
27428RGSG	B0BVMS2DSJ	106.80	0																					false
27429RGSG	B0BVMS3L4D	314.20	0	255.39	fixed	6	234.54	12	208.48	18	195.45													
27431RGSG	B0BVMWFVTL	108.70	0	106.53	fixed	6	92.40	12	81.53	18	79.36	50	76.09											
27433RGSG	B0BVMXJHFH	316.70	0	310.37	fixed	6	269.20	12	237.53	18	231.20	50	221.69											
27440SG	B0BJLB8DFK	162.50	0	159.25	fixed	6	138.13	12	121.88	18	118.63	50	113.75											
27441SG	B0BJLDV963	138.70	0	135.93	fixed	6	117.90	12	104.03	18	101.26	50	97.09											
27443RGSG	B0BVMSR3T8	114.10	0	90.65	fixed	6	78.63	12	69.38	18	67.53	50	64.75											
27444RGSG	B0BVMTPSXC	66.20	0	51.25	fixed	6	44.46	12	39.23	18	38.18	50	36.61											
27445RGSG	B0BVMRKQ1D	71.70	0	55.76	fixed	6	48.37	12	42.68	18	41.54	50	39.83											
27449RGSG	B0BVMRD9JZ	67.60	0	66.25	fixed	6	57.46	12	50.70	18	49.35	50	47.32											
27450RGSG	B0BVMSRBR3	58.80	0	45.08	fixed	6	39.10	12	34.50	18	33.58	50	32.20											
27451RGSG	B0BVMTM3QJ	91.60	0	72.23	fixed	6	66.33	12	58.96	18	55.28													
27452RGSG	B0BVMWJGRV	65.10	0	50.47	fixed	6	43.78	12	38.63	18	37.60	50	36.05											
27454RGSG	B0BVMSWQFL	68.40	0	49.88	fixed	6	45.81	12	40.72	18	38.18													
27455RGSG	B0BVMWRKVJ	77.30	0																					
27458RGSG	B0BVMT2422	68.40	0																					
27459RGSG	B0BVMTK6RR	42.90	0	32.05	fixed	6	27.80	12	24.53	18	23.88	50	22.89											false
27460RGSG	B0BVMR596X	51.40	0	39.1	fixed	6	33.92	12	29.93	18	29.13	50	27.93											
27462RGSG	B0BVMTNZ9R	42.90	0	32.05	fixed	6	29.43	12	26.16	18	24.53													
27463RGSG	B0BVMS9SD8	51.40	0	39.1	fixed	6	35.91	12	31.92	18	29.93													
27464SGRG	B0CC3JYQB6	43.20	0	33.03	fixed	6	28.65	12	25.28	18	24.61	50	23.59											
27465SGRG	B0CC45N9MC	53.50	0	42.14	fixed	6	36.55	12	32.25	18	31.39	50	30.10											
27468RGSG	B0BVMQSG5W	70.60	0	52.72	fixed	6	45.73	12	40.35	18	39.28	50	37.66											
27469RGSG	B0BVMRZ3F1	34.10	0	23.91	fixed	6	20.74	12	18.30	18	17.82	50	17.08											
27470RGSG	B0BVMTTZ5G	47.80	0	36.06	fixed	6	31.28	12	27.60	18	26.87	50	25.76											
27478RGSG	B0BVMSY285	71.70	0	55.76	fixed	6	48.37	12	42.68	18	41.54	50	39.83											
27479RGSG	B0BVMVSSRL	40.40	0																					
27480RGSG	B0BVMQL8YD	45.90	0																					
27483RGSG	B0BVMVW8VT	54.40	0	41.45	fixed	6	35.96	12	31.73	18	30.88	50	29.61											
27488RGSG	B0BVMQXDW3	48.90	0	36.95	fixed	6	33.93	12	30.16	18	28.28													
27489RGSG	B0BVMT5VBN	57.70	0	44.3	fixed	6	38.42	12	33.90	18	33.00	50	31.64											
27490RGSG	B0BVMTKB29	67.30	0																					
27492RGSG	B0BVMQBYRD	77.30	0	60.37	fixed	6	52.36	12	46.20	18	44.97	50	43.12											
27493RGSG	B0BVMS2KDS	90.20	0	70.95	fixed	6	61.54	12	54.30	18	52.86	50	50.68											
27494RGSG	B0BVMV7796	93.50	0	91.63	fixed	6	79.48	12	70.13	18	68.26	50	65.45											
27495RGSG	B0BVMTKB2C	47.00	0	35.38	fixed	6	32.49	12	28.88	18	27.08													
27500RGSG	B0BVMTK6RW	49.50	0	48.51	fixed	6	42.08	12	37.13	18	36.14	50	34.65											
27505RGSG	B0BVMVN6LW	80.90	0	63.31	fixed	6	54.91	12	48.45	18	47.16	50	45.22											false
27508RGSG	B0BVMVQMRG	92.60	0	90.75	fixed	6	78.71	12	69.45	18	67.60	50	64.82											
27509RGSG	B0BVMV3XJL	74.30	0																					
27510RGSG	B0BVMW6WGD	103.10	0	81.54	fixed	6	70.72	12	62.40	18	60.74	50	58.24											
27515SG	B0BJLCCZW1	50.00	0	44.39	fixed	6	38.51	12	33.98	18	33.07	50	31.71											
27518SG	B0BJLC7Z5S	50.70	0	49.69	fixed	6	43.10	12	38.03	18	37.02	50	35.49											
27519SG	B0BJLD8Q5P	34.90	0	34.2	fixed	6	29.67	12	26.18	18	25.48	50	24.43											
27520SG	B0BJLC6FDL	63.70	0																					
27521RGSG	B0BVMRXW7F	99.30	0	78.5	fixed	6	68.09	12	60.08	18	58.48	50	56.07											false
27522RGSG	B0BVMSLGLJ	99.30	0	78.5	fixed	6	68.09	12	60.08	18	58.48	50	56.07											
27523RGSG	B0BVMVK7YW	112.20	0	109.96	fixed	6	95.37	12	84.15	18	81.91	50	78.54											
275242CLM	B07THF3JMC	88.50	0																					
27525RGSG	B0BVMV5W4R	80.90	0																					
27528RGSG	B0BVMTY34S	125.40	0	122.89	fixed	6	106.59	12	94.05	18	91.55	50	87.78											
275336CLM	B07XSHWPBZ	25.80	0																					
27535RGSG	B0BVMVGSX7	47.30	0	35.77	fixed	6	32.85	12	29.20	18	27.38													
27538RGSG	B0BVMTCFBY	38.50	0	28.52	fixed	6	24.74	12	21.83	18	21.25	50	20.37											
27539RGSG	B0BVMSVH6H	22.90	0	22.44	fixed	6	19.47	12	17.18	18	16.72	50	16.03											
27540RGSG	B0BVMTW61M	31.90	0	22.93	fixed	6	19.89	12	17.55	18	17.09	50	16.38											
2754100CLM	B07XSFNKB1	19.30	0																					
27542RGSG	B0BVMS8FDP	54.40	0	38.51	fixed	6	35.37	12	31.44	18	29.48													
27543RGSG	B0BVMSGHNW	54.40	0	38.51	fixed	6	33.41	12	29.48	18	28.69	50	27.51											
27544RGSG	B0BVMVW15N	44.30	0	43.41	fixed	6	37.66	12	33.23	18	32.34	50	31.01											
27545RGSG	B0BVMTB5L4	58.80	0	44.1	fixed	6	38.25	12	33.75	18	32.85	50	31.50											
275466CLM	B07XSDP8C4	12.70	0																					
275468CLM	B07XSDQYRT	14.30	0																					
27548RGSG	B0BVMS2DS3	221.00	0																					
275490CLM	B07XSM3PKK	14.30	0																					
275492CLM	B07XSLYV42	12.90	0	12.64	fixed	6	10.97	12	9.68	18	9.42	50	9.03											
275497CLM	B07XSPJRDY	15.55	0	15.24	fixed	6	13.22	12	11.67	18	11.36	50	10.89											
275498CLM	B07XSCZ9M1	17.50	0	17.15	fixed	6	14.88	12	13.13	18	12.78	50	12.25											
27549RGSG	B0BVMTW61C	84.60	0																					
27558RGSG	B0BVMTBDPT	44.90	0	44.0	fixed	6	38.17	12	33.68	18	32.78	50	31.43											
27559RGSG	B0BVMS8B3H	51.40	0	39.1	fixed	6	33.92	12	29.93	18	29.13	50	27.93											
27562RGSG	B0BVMT1LC7	77.30	0																					
27565SGRG	B0CC3WD75D	125.40	0	122.89	fixed	6	106.59	12	94.05	18	91.55	50	87.78											
27569RGSG	B0BVMTWXMN	160.20	0	117.99	fixed	6	102.34	12	90.30	18	87.90	50	84.28											false
27572RGSG	B0BVMVZ9DF	19.60	0																					
27572SGFBA	B0BVMVZ9DF	23.95		23.47	fixed	6	20.36	12	17.97	18	17.49	50	16.77											
27574RGSG	B0BVMT313K	57.30	0	42.04	fixed	6	38.61	12	34.32	18	32.18													
27580RGSG	B0BVMTDXJR	20.50	0	14.21	fixed	6	12.33	12	10.88	18	10.59	50	10.15											false
2758124CLM	B088XVXT2M	33.60	0	32.93	fixed	6	28.56	12	25.20	18	24.53	50	23.52											
2758272CLM	B088XFJ6M2	26.60	0	26.07	fixed	6	22.61	12	19.95	18	19.42	50	18.62											
2758273CLM	B088XRGYL4	28.60	0	28.03	fixed	6	24.31	12	21.45	18	20.88	50	20.02											
2758274CLM	B088XSYFTX	33.50	0	32.83	fixed	6	28.48	12	25.13	18	24.46	50	23.45											
2758287CLM	B088YBDFDD	26.20	0																					
2758288CLM	B088Y51KV4	31.10	0																					
2758289CLM	B088Y3GYTS	35.30	0																					
2758290CLM	B088XZTQJQ	26.20	0																					
2758291CLM	B088XQZX49	31.10	0																					
2758292CLM	B088XF6QL3	35.30	0																					
2758294CLM	B08MYYDYSH	36.50	0	35.77	fixed	6	31.03	12	27.38	18	26.65	50	25.55											
2758310CLM	B07XSMWQ1F	18.60	0																					
2758331CLM	B08MYYH6ZY	21.20	0	20.78	fixed	6	18.02	12	15.90	18	15.48	50	14.84											
2758332CLM	B08MYZ89NZ	21.10	0																					
2758334CLM	B08MYXYRR7	25.60	0																					
2758344CLM-V2	B0GFDR38MD	17.00	0																					
2758344DC	B0F1PHY9YV	15.80	0																					
2758345DC	B0F1P56S63	17.40	0																					
2758347CLM	B0F1P3YVZ3	38.60	0																					
2758350CLM	B0F1NZCQXG	54.90	0	53.8	fixed	6	46.67	12	41.18	18	40.08	50	38.43											
2758393CLM	B0859MWV4W	16.40	0																					
2758395CLM	B0859MW4Z2	15.60	0																					
2758397CLM	B0859MVZ1P	17.80	0																					
2758398CLM	B0859NCSPK	19.70	0																					
2758399CLM	B0859MLJNX	18.60	0																					
2758401CLM	B0859MZ8BZ	22.00	0																					
2758402CLM	B0859N79NC	29.50	0	28.91	fixed	6	25.08	12	22.13	18	21.54	50	20.65											
2758403CLM	B0859NDXHQ	16.90	0																					
2758406CLM	B0859N6JQD	21.30	0																					
2758407CLM	B0859N1D14	18.10	0	17.74	fixed	6	15.39	12	13.58	18	13.22	50	12.67											
2758409CLM	B0F1PHX2SD	25.10	0																					
2758410CLM	B0859NBYZ9	19.50	0																					
2758415CLM	B0859MCLLQ	17.90	0																					
2758416CLM	B0859MWNYM	19.30	0																					
2758417CLM	B0859MRN86	25.30	0	24.79	fixed	6	21.51	12	18.98	18	18.47	50	17.71											
2758423CLM	B0859N6SG5	16.90	0	16.56	fixed	6	14.37	12	12.68	18	12.34	50	11.83											
2758425CLM	B0859MTBHV	20.90	0	20.48	fixed	6	17.77	12	15.68	18	15.26	50	14.63											
2758427CLM	B09X8KM17M	13.80	0	13.52	fixed	6	11.73	12	10.35	18	10.08	50	9.66											
2758428CLM	B09X8LG5XK	15.60	0	15.29	fixed	6	13.26	12	11.70	18	11.39	50	10.92											
2758429CLM	B0F1NLKT3J	26.50	0	25.97	fixed	6	22.53	12	19.88	18	19.35	50	18.55											
2758430CLM	B0F1NZBYLY	28.20	0	27.64	fixed	6	23.97	12	21.15	18	20.59	50	19.74											
2758431CLM	B09X82VCX9	13.80	0	13.52	fixed	6	12.42	12	11.04	18	10.35													
2758433CLM	B09X8MFY9K	17.50	0	17.15	fixed	6	14.88	12	13.13	18	12.78	50	12.25											
2758434CLM	B09X894KL9	19.20	0	18.82	fixed	6	16.32	12	14.40	18	14.02	50	13.44											
2758436CLM	B09X8Q78J4	12.60	0																					
2758437CLM	B09X8BV2XH	14.40	0	19.11	fixed	6	17.55	12	15.60	18	14.63													
2758438CLM	B09X84J6HV	19.20	0	18.82	fixed	6	17.28	12	15.36	18	14.40													
2758439CLM	B09X8FG87T	11.00	0																					
2758439CLMFBA	B09X8FG87T	12.95	0																					
2758441CLM	B09X8LB84P	18.40	0																					
2758442CLM	B09X8CSLB7	19.20	0	18.82	fixed	6	16.32	12	14.40	18	14.02	50	13.44											
2758449CLM	B09X8RYF3D	17.50	0	17.15	fixed	6	14.88	12	13.13	18	12.78	50	12.25											
275844CLM	B07TH9CQ7V	57.99	0																					
2758451CLM	B09X8VP4PZ	13.80	0	13.52	fixed	6	11.73	12	10.35	18	10.08	50	9.66											
2758453CLM	B09X8SWBYB	17.50	0	17.15	fixed	6	14.88	12	13.13	18	12.78	50	12.25											
2758454CLM	B09X8L4VWJ	19.20	0	18.82	fixed	6	16.32	12	14.40	18	14.02	50	13.44											
2758459CLM	B09X8NW1LS	34.20	0	33.52	fixed	6	29.07	12	25.65	18	24.97	50	23.94											
275845CLM	B07TGFMW8P	28.60	0																					
2758460CLM	B09X8CYVT8	35.60	0	34.89	fixed	6	30.26	12	26.70	18	25.99	50	24.92											
2758461CLM	B09X85KV2Y	59.20	0																					
2758462CLM	B09X8CVTSF	86.70	0	84.97	fixed	6	73.70	12	65.03	18	63.30	50	60.69											
2758463CLM	B09X8Q1DX1	63.40	0	62.13	fixed	6	53.89	12	47.55	18	46.29	50	44.38											
2758464CLM	B09X8LGQ9Q	82.10	0	80.46	fixed	6	69.79	12	61.58	18	59.94	50	57.47											
2758465CLM	B09X8BQ41Z	86.70	0																					
2758466CLM	B09X8MKXSX	78.40	0	82.42	fixed	6	75.69	12	67.28	18	63.08													
2758467CLM	B0BHF433W5	13.80	0	13.52	fixed	6	12.42	12	11.04	18	10.35													
2758468CLM	B0BHF69KGC	16.00	0	15.68	fixed	6	13.60	12	12.00	18	11.68	50	11.20											
2758469CLM	B0BHF2JN4L	14.80	0																					
2758472CLM	B0BHF2KK1G	15.40	0	15.09	fixed	6	13.86	12	12.32	18	11.55													
2758476CLM	B0BHF7NG7J	14.80	0																					
2758482CLM	B0BHF3V7DT	17.20	0																					
2758483CLM	B0BHF2DYHT	13.50	0	13.23	fixed	6	11.48	12	10.13	18	9.86	50	9.45											
2758484CLM	B0BHF3YFG1	15.40	0	15.09	fixed	6	13.09	12	11.55	18	11.25	50	10.78											
2758485CLM	B0BHF7M4KK	17.50	0	17.15	fixed	6	14.88	12	13.13	18	12.78	50	12.25											
2758487CLM	B0BHF4VS2G	18.00	0																					
2758488CLM	B0BHF5KLCD	15.40	0	15.09	fixed	6	13.09	12	11.55	18	11.25	50	10.78											
2758490CLM	B0BHF7L5RH	18.40	0	18.03	fixed	6	15.64	12	13.80	18	13.44	50	12.88											
2758492CLM	B0BHF6WSLS	14.80	0																					
2758493CLM	B0BHF3V8FP	17.50	0	17.15	fixed	6	14.88	12	13.13	18	12.78	50	12.25											
2758494CLM	B0BHF3BST8	18.40	0	18.03	fixed	6	15.64	12	13.80	18	13.44	50	12.88											
2758495CLM	B0BHF46HYR	13.80	0	13.52	fixed	6	11.73	12	10.35	18	10.08	50	9.66											
2758496CLM	B0BHF795CL	16.00	0	15.68	fixed	6	13.60	12	12.00	18	11.68	50	11.20											
2758497CLM	B0BHF2D3FG	17.50	0	17.15	fixed	6	14.88	12	13.13	18	12.78	50	12.25											
2758503CLM	B0BHF2NTLL	13.80	0	13.52	fixed	6	11.73	12	10.35	18	10.08	50	9.66											
2758504CLM	B0BHF3XLQV	16.00	0	15.68	fixed	6	13.60	12	12.00	18	11.68	50	11.20											
2758505CLM	B0BHF34F1L	17.50	0	17.15	fixed	6	14.88	12	13.13	18	12.78	50	12.25											
2758507DC	B0F1P1WDGX	15.80	0																					
2758508CLM	B0BHF4JRW4	16.00	0	15.68	fixed	6	13.60	12	12.00	18	11.68	50	11.20											
2758509DC	B0F1NP28NH	19.50	0																					
2758510CLM-V2	B0GFDV8GHG	24.80	0																					
2758513CLM	B0BHF4QP11	17.50	0	17.15	fixed	6	14.88	12	13.13	18	12.78	50	12.25											
2758515CLM	B0BHF6F3CM	23.40	0	22.93	fixed	6	19.89	12	17.55	18	17.09	50	16.38											
2758516CLM	B0BHF516S1	26.50	0	25.97	fixed	6	22.53	12	19.88	18	19.35	50	18.55											
2758517CLM	B0BHF53RDN	26.50	0	25.97	fixed	6	22.53	12	19.88	18	19.35	50	18.55											
2758518CLM	B0BHF44CR1	31.30	0	30.67	fixed	6	26.61	12	23.48	18	22.85	50	21.91											
2758519CLM	B0BHF4MWRH	32.40	0	31.75	fixed	6	27.54	12	24.30	18	23.66	50	22.68											
2758521CLM	B0CPJT14B1	20.40	0	19.99	fixed	6	17.34	12	15.30	18	14.90	50	14.28											
2758522CLM	B0CPJQMVNG	21.80	0	21.36	fixed	6	18.53	12	16.35	18	15.92	50	15.26											
2758524CLM	B0CPJV4VX6	25.30	0	24.79	fixed	6	21.51	12	18.98	18	18.47	50	17.71											
2758533CLM	B0CPJSV92L	20.60	0	20.19	fixed	6	17.51	12	15.45	18	15.04	50	14.42											
2758534CLM	B0CPJS6WJ6	22.20	0	21.76	fixed	6	18.87	12	16.65	18	16.21	50	15.54											
2758535CLM	B0CPJQSRSG	23.40	0	22.93	fixed	6	19.89	12	17.55	18	17.09	50	16.38											
2758536CLM	B0CPJRR5TJ	24.20	0	23.72	fixed	6	20.57	12	18.15	18	17.67	50	16.94											
2758538CLM	B0D47RPMN8	18.50	0	18.13	fixed	6	15.73	12	13.88	18	13.51	50	12.95											
2758539CLM	B0D47QHLGH	20.00	0	19.6	fixed	6	17.00	12	15.00	18	14.60	50	14.00											
2758543CLM	B0D47RL7SR	20.00	0	19.6	fixed	6	17.00	12	15.00	18	14.60	50	14.00											
2758553CLM	B0D47T5ZPJ	23.80	0	23.32	fixed	6	20.23	12	17.85	18	17.38	50	16.66											
2758554CLM	B0D47QWY9T	27.30	0	26.75	fixed	6	23.21	12	20.48	18	19.93	50	19.11											
2758555CLM	B0D47Q2QJQ	30.70	0	30.09	fixed	6	26.10	12	23.03	18	22.42	50	21.49											
2758557CLM	B0D47SHTZ9	17.00	0	16.66	fixed	6	14.45	12	12.75	18	12.41	50	11.90											
2758558CLM	B0D47R8Z5M	18.50	0	18.13	fixed	6	15.73	12	13.88	18	13.51	50	12.95											
2758559CLM	B0D47R1N2L	20.00	0	19.6	fixed	6	17.00	12	15.00	18	14.60	50	14.00											
2758560CLM	B0D47Q87T6	21.00	0	20.58	fixed	6	17.85	12	15.75	18	15.33	50	14.70											
2758570CLM	B0D47QD6DF	18.50	0	18.13	fixed	6	15.73	12	13.88	18	13.51	50	12.95											
2758571CLM	B0D47S8TFH	19.90	0	19.5	fixed	6	16.92	12	14.93	18	14.53	50	13.93											
2758573CLM	B0D47SYSBD	17.30	0	16.95	fixed	6	14.71	12	12.98	18	12.63	50	12.11											
2758574CLM	B0D47RNTDT	18.80	0	18.42	fixed	6	15.98	12	14.10	18	13.73	50	13.16											
2758575CLM	B0D47RWLMM	19.90	0	19.5	fixed	6	16.92	12	14.93	18	14.53	50	13.93											
2758576CLM	B0D47SFVGJ	21.20	0	20.78	fixed	6	18.02	12	15.90	18	15.48	50	14.84											
2758577CLM	B0D47TDMNP	17.00	0	16.66	fixed	6	14.45	12	12.75	18	12.41	50	11.90											
2758578CLM	B0D47R1YQS	18.50	0	18.13	fixed	6	15.73	12	13.88	18	13.51	50	12.95											
2758579CLM	B0D47S1L2F	20.00	0	19.6	fixed	6	17.00	12	15.00	18	14.60	50	14.00											
2758580CLM	B0D47PX99G	21.00	0	20.58	fixed	6	17.85	12	15.75	18	15.33	50	14.70											
2758589CLM	B0DLBPYH8X	49.00	0	48.02	fixed	6	41.65	12	36.75	18	35.77	50	34.30											
2758591CLM	B0DLBSSHWD	49.00	0	48.02	fixed	6	41.65	12	36.75	18	35.77	50	34.30											
2758643CLM-V2	B0G2JN5DTW	76.20	0																					
2758643DC	B0G2JN5DTW	76.20	0																					
2758646CLM-V2	B0G2JM4Y2P	89.80	0																					
2758646DC	B0G2JM4Y2P	89.80	0																					
27588RGSG	B0BVMSSQRJ	23.10	0	22.64	fixed	6	19.64	12	17.33	18	16.87	50	16.17											
27589RGSG	B0BVMSVK3N	25.60	0	19.7	fixed	6	17.09	12	15.08	18	14.68	50	14.07											
27590RGSG	B0BVMT242D	27.55	0	21.61	fixed	6	18.75	12	16.54	18	16.10	50	15.44											
2759109CLM	B088XF26FB	58.60	0																					
2759114CLM	B07TFBJQLG	39.50	0																					
2759125CLM	B07TD6TNJ3	53.20	0																					
2759154CLM	B08MYZ94QN	15.60	0																					
2759160CLM	B08MYZ3GRT	15.50	0	15.19	fixed	6	13.18	12	11.63	18	11.32	50	10.85											
2759162CLM	B0F1NYRBD4	23.50	0	23.03	fixed	6	19.98	12	17.63	18	17.16	50	16.45											
2759163CLM	B08MYWSVB1	20.10	0	19.7	fixed	6	17.09	12	15.08	18	14.68	50	14.07											
2759169CLM	B0F1NP1DS5	25.10	0	24.6	fixed	6	21.34	12	18.83	18	18.33	50	17.57											
2759245CLM	B08WR76M2T	18.90	0																					
2759251CLM	B08WRMP66J	23.80	0																					
2759252CLM	B08WRL6VTN	17.50	0																					
2759255CLM	B077QKBMX2	43.20	0																					
2759256CLM	B08WR1PG3F	70.40	0																					
2759257CLM	B08WRCKR3J	18.50	0																					
2759260CLM	B08WRT99J7	47.90	0																					
2759262CLM	B08WRBX4QY	122.30	0																					
2759263CLM	B08WRHG1NZ	81.20	0	79.58	fixed	6	69.02	12	60.90	18	59.28	50	56.84											
2759264CLM	B08WRPC3J1	24.30	0																					
2759265CLM	B08WR4ZY16	30.80	0																					
2759266CLM	B08WR1L24C	18.00	0																					
2759267CLM	B077QN4TV4	20.40	0																					
2759269CLM	B08WRL2DNJ	28.90	0																					
2759270CLM	B08WR9J5WV	40.20	0																					
2759271CLM	B08WRP2PW7	40.20	0																					
2759272CLM	B08WRD1CC4	28.90	0																					
2759277CLM	B08WR3BX3V	17.50	0																					
2759280CLM	B08WR682BY	24.60	0																					
2759284CLM	B08WR64J11	40.30	0																					
2759285CLM	B077QN4TJP	49.40	0																					
2759289CLM	B08WR6Y3ST	35.30	0																					
2759291CLM	B08WRHG6XZ	34.10	0																					
2759294CLM	B08WR3CQ3N	40.10	0																					
2759299CLM	B08WRRXY4P	46.40	0																					
27592RGSG	B0BVMV1MFM	20.10	0	13.62	fixed	6	11.82	12	10.43	18	10.15	50	9.73											false
2759300CLM	B08WR1M6QN	17.70	0																					
2759307CLM	B09KWFB2LC	26.60	0																					
2759308CLM	B09KX82TVP	52.00	0																					
2759309CLM	B09KXCWMSZ	69.00	0	67.62	fixed	6	58.65	12	51.75	18	50.37	50	48.30											
2759310CLM	B09KXHLKXC	28.50	0	27.93	fixed	6	24.23	12	21.38	18	20.81	50	19.95											
2759312CLM	B09KXBZ79T	16.60	0																					
2759314CLM	B09KXFWZYZ	23.00	0																					
2759315CLM	B09KXD84B2	58.60	0																					
2759316CLM	B09KX88J1V	73.90	0																					
2759317CLM	B09KX4B5HQ	86.10	0	84.38	fixed	6	73.19	12	64.58	18	62.86	50	60.27											
2759319CLM	B09KWY3BQQ	101.70	0																					
2759320CLM	B09KX7M2YN	76.90	0																					
2759321CLM	B09KX1DLYB	108.70	0																					
2759322CLM	B09KX8V8QP	86.00	0																					
2759323CLM	B09KX33B64	108.70	0																					
2759325CLM	B09KX8TX6Y	97.70	0																					
2759328DC	B0F1TZC3JB	150.80	0																					
2759333CLM	B0BHF4KSNW	23.40	0																					
2759334CLM	B0BHF2Z268	16.40	0																					
2759337CLM	B0BHF5WQ2M	17.40	0	17.05	fixed	6	14.79	12	13.05	18	12.71	50	12.18											
2759342CLM	B0BHF5JXLT	30.40	0	29.79	fixed	6	25.84	12	22.80	18	22.20	50	21.28											
27593SGFBA	B0BVMT4XSB	12.95		12.69	fixed	6	11.01	12	9.72	18	9.46	50	9.07											
27594RGSG	B0BVMR4Y8Z	195.20	0	157.49	fixed	6	144.63	12	128.56	18	120.53													false
27595RGSG	B0BVMV1K62	162.00	0	132.01	fixed	6	121.23	12	107.76	18	101.03													
275997CLM	B07TFBJLVX	27.10	0																					
275998CLM	B07TGFMKTZ	27.10	0																					
